row_id,order_id,order_date,ship_date,ship_mode,customer_id,full_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,email,phone_number,date_of_birth,card_number,card_expiry,cvv
1237,CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0.0,patrick.gardner@gmail.com,577.946.3048,1967-04-09,5288624540299821,12/27,591
1238,CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262,patrick.gardner@gmail.com,577.946.3048,1967-04-09,5288624540299821,12/27,591
1239,CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,5.434,greg.matthias@gmail.com,362-900-8704x339,1989-04-02,4647644529272136,04/27,191
1240,CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0.0,10.6522,greg.matthias@gmail.com,362-900-8704x339,1989-04-02,4647644529272136,04/27,191
1241,CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0.0,10.7912,greg.matthias@gmail.com,362-900-8704x339,1989-04-02,4647644529272136,04/27,191
1242,CA-2016-128727,8/29/2016,9/4/2016,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0.0,5.5,meg.o'connel@gmail.com,716.438.2415x19096,1975-09-24,5811714881692581,01/27,374
1243,US-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,patrick.gardner@gmail.com,577.946.3048,1967-04-09,6852187094102573,05/28,124
1244,US-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0.0,3.5752,patrick.gardner@gmail.com,577.946.3048,1967-04-09,6852187094102573,05/28,124
1245,CA-2017-133641,5/14/2017,5/21/2017,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,39503,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0.0,23.8581,eva.jacobs@hotmail.com,(424)379-5695x80372,1999-01-27,5356180611716567,10/30,750
1246,CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586,nora.preis@hotmail.com,4336496666,2000-10-11,4640382714058775,12/30,683
1247,CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.2,135.4068,nora.preis@hotmail.com,4336496666,2000-10-11,4640382714058775,12/30,683
1248,CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988,nora.preis@hotmail.com,4336496666,2000-10-11,4640382714058775,12/30,683
1249,CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82,6,0.0,17.469,doug.jacobs@hotmail.com,+1-992-334-7333x096,1959-10-28,5004011199471362,12/29,759
1250,CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702,doug.jacobs@hotmail.com,+1-992-334-7333x096,1959-10-28,5004011199471362,12/29,759
1251,CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0.0,511.368,doug.jacobs@hotmail.com,+1-992-334-7333x096,1959-10-28,5004011199471362,12/29,759
1252,CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0.0,1.376,doug.jacobs@hotmail.com,+1-992-334-7333x096,1959-10-28,5004011199471362,12/29,759
1253,CA-2015-154956,7/4/2015,7/9/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0.0,285.9896,irene.maddox@gmail.com,001-664-740-5839x9080,1978-02-01,4824928189961059,01/29,386
1254,CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,mick.hernandez@gmail.com,3722355851,1960-07-16,4780116117794089,03/27,890
1255,CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379,mick.hernandez@gmail.com,3722355851,1960-07-16,4780116117794089,03/27,890
1256,CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.2,0.5022,mick.hernandez@gmail.com,3722355851,1960-07-16,4780116117794089,03/27,890
1257,CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164,mick.hernandez@gmail.com,3722355851,1960-07-16,4780116117794089,03/27,890
1258,US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,0.7,-20.4468,ross.baird@gmail.com,5004321483,1963-12-24,5647899599252205,11/26,859
1259,US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,ross.baird@gmail.com,5004321483,1963-12-24,5647899599252205,11/26,859
1260,US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,76.704,ross.baird@gmail.com,5004321483,1963-12-24,5647899599252205,11/26,859
1261,CA-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985,jocasta.rupert@hotmail.com,743.369.0365x50924,1956-04-09,5680816629511284,05/29,903
1262,US-2016-144393,10/28/2016,11/4/2016,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4,0.7,-14.0928,suzanne.mcnair@hotmail.com,8726378260,1981-12-30,6187365723933357,02/29,961
1263,CA-2017-105053,7/7/2017,7/9/2017,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,christine.sundaresam@hotmail.com,(230)955-9538,1969-08-29,6252099286850233,09/27,798
1264,CA-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0.0,18.873,chris.cortes@hotmail.com,3143770015,1955-08-22,5964446983624920,02/29,888
1265,CA-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.0,10.881,chris.cortes@hotmail.com,3143770015,1955-08-22,5964446983624920,02/29,888
1266,CA-2017-110380,9/2/2017,9/7/2017,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0.0,1.7739,phillip.flathmann@gmail.com,001-786-408-3798,1974-01-31,6782994389852891,05/26,747
1267,US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0.0,41.4294,julie.creighton@gmail.com,+1-819-539-6179,1979-05-28,4694020454797664,10/28,772
1268,US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,julie.creighton@gmail.com,+1-819-539-6179,1979-05-28,4694020454797664,10/28,772
1269,CA-2017-121412,9/23/2017,9/27/2017,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,80027,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,brooke.gillingham@yahoo.com,726.640.2553x27189,1982-09-25,6196494143715937,06/26,360
1270,CA-2017-100426,6/4/2017,6/8/2017,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",12.48,2,0.0,5.616,dan.campbell@gmail.com,(838)586-1794,1976-01-29,6333921716386392,08/28,705
1271,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,sibella.parks@hotmail.com,+1-370-376-3080x30575,2008-04-05,6737980553421766,03/28,269
1272,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592,sibella.parks@hotmail.com,+1-370-376-3080x30575,2008-04-05,6737980553421766,03/28,269
1273,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272,sibella.parks@hotmail.com,+1-370-376-3080x30575,2008-04-05,6737980553421766,03/28,269
1274,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,0.2,3.6288,maurice.satty@hotmail.com,391.645.2157,2007-02-15,5249498368582283,02/27,840
1275,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,maurice.satty@hotmail.com,391.645.2157,2007-02-15,5249498368582283,02/27,840
1276,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,maurice.satty@hotmail.com,391.645.2157,2007-02-15,5249498368582283,02/27,840
1277,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,maurice.satty@hotmail.com,391.645.2157,2007-02-15,5249498368582283,02/27,840
1278,CA-2016-148698,5/2/2016,5/7/2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,bryan.davis@yahoo.com,(530)878-4024,1959-02-21,6567878902299903,03/28,304
1279,CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0.0,12.8583,karen.carlisle@hotmail.com,+1-750-829-8242x87483,1977-02-05,4227777844396390,02/26,513
1280,CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,0.0,30.1968,karen.carlisle@hotmail.com,+1-750-829-8242x87483,1977-02-05,4227777844396390,02/26,513
1281,CA-2016-160815,9/5/2016,9/6/2016,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0.0,80.736,toby.ritter@yahoo.com,+1-670-716-0888x31971,1996-08-15,5203365028485879,12/28,477
1282,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,4.914,sue.ann.reed@hotmail.com,204.797.7314,1955-11-25,4499095192147356,07/30,158
1283,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.363,sue.ann.reed@hotmail.com,204.797.7314,1955-11-25,4499095192147356,07/30,158
1284,CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,88.074,sue.ann.reed@hotmail.com,204.797.7314,1955-11-25,4499095192147356,07/30,158
1285,US-2015-149692,12/6/2015,12/12/2015,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851,katrina.willman@hotmail.com,001-691-389-6497x20965,1972-01-01,5862597783360206,11/26,562
1286,CA-2016-119445,6/26/2016,7/3/2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.043,gene.mcclure@gmail.com,(286)236-6337x67891,1953-02-10,4449407435238599,06/30,173
1287,CA-2015-124268,7/4/2015,7/8/2015,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0.0,4.4892,alan.dominguez@yahoo.com,991-497-4386x039,1971-06-02,6886242031526117,08/28,124
1288,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,todd.boyes@hotmail.com,531-788-4538x803,1995-10-16,4760835080458296,11/29,510
1289,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,4.1148,todd.boyes@hotmail.com,531-788-4538x803,1995-10-16,4760835080458296,11/29,510
1290,CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0.0,7.4952,todd.boyes@hotmail.com,531-788-4538x803,1995-10-16,4760835080458296,11/29,510
1291,CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,4.4604,chuck.clark@hotmail.com,4294119928,1999-03-20,6910361569463528,09/26,465
1292,CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0.0,15.552,chuck.clark@hotmail.com,4294119928,1999-03-20,6910361569463528,09/26,465
1293,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0.0,9.2232,philip.fox@yahoo.com,383.615.0344x376,1951-12-23,5332155665309465,01/28,997
1294,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0.0,52.532,philip.fox@yahoo.com,383.615.0344x376,1951-12-23,5332155665309465,01/28,997
1295,CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0.0,1.4784,philip.fox@yahoo.com,383.615.0344x376,1951-12-23,5332155665309465,01/28,997
1296,CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,81001,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,0.2,84.5728,justin.hirsh@hotmail.com,703-697-7309,1985-07-26,4448929495364592,05/27,488
1297,CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,erica.bern@yahoo.com,837-316-9945,1962-12-26,5874014527696411,10/26,755
1298,CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,0.2,6.475,erica.bern@yahoo.com,837-316-9945,1962-12-26,5874014527696411,10/26,755
1299,CA-2016-134425,12/8/2016,12/12/2016,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0.0,2.299,quincy.jones@gmail.com,(370)524-7492,1990-09-26,4453042396609942,06/28,238
1300,CA-2015-121391,10/4/2015,10/7/2015,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0.0,7.0096,alex.avila@hotmail.com,5076991899,1993-09-01,6159195187754579,01/30,456
1301,CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0.0,166.1004,logan.currie@hotmail.com,001-895-572-7060x64301,1990-06-08,4211248924049976,08/30,309
1302,CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0.0,83.0502,logan.currie@hotmail.com,001-895-572-7060x64301,1990-06-08,4211248924049976,08/30,309
1303,CA-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0.0,4.3372,tracy.collins@gmail.com,713.345.9164x0730,1978-06-28,4909674132611330,12/29,162
1304,US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.0,5.5177,chuck.sachs@hotmail.com,+1-391-381-4301x46489,1996-01-11,6397306561390897,06/28,444
1305,US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,77.7519,chuck.sachs@hotmail.com,+1-391-381-4301x46489,1996-01-11,6397306561390897,06/28,444
1306,CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493,bryan.mills@gmail.com,+1-413-487-7618x666,1964-07-19,6339313947168882,04/26,416
1307,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,0.0,22.4448,roy.collins@gmail.com,001-574-423-1771x80228,1960-02-16,4276659275292565,08/30,939
1308,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,roy.collins@gmail.com,001-574-423-1771x80228,1960-02-16,4276659275292565,08/30,939
1309,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0.0,5.6628,roy.collins@gmail.com,001-574-423-1771x80228,1960-02-16,4276659275292565,08/30,939
1310,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,roy.collins@gmail.com,001-574-423-1771x80228,1960-02-16,4276659275292565,08/30,939
1311,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,roy.collins@gmail.com,001-574-423-1771x80228,1960-02-16,4276659275292565,08/30,939
1312,CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,0.0,1.7343,fred.mcmath@yahoo.com,760-948-0632,1977-12-05,6333173185402298,02/26,257
1313,CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0.0,56.1752,fred.mcmath@yahoo.com,760-948-0632,1977-12-05,6333173185402298,02/26,257
1314,US-2016-134488,9/24/2016,10/1/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176,pete.kriz@hotmail.com,(725)787-5820x7230,1986-07-15,6101780664279152,01/27,106
1315,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0.0,18.6624,henry.goldwyn@gmail.com,9628145101,1960-01-13,4703395106332648,09/28,869
1316,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0.0,62.5056,henry.goldwyn@gmail.com,9628145101,1960-01-13,4703395106332648,09/28,869
1317,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0.0,28.965,henry.goldwyn@gmail.com,9628145101,1960-01-13,4703395106332648,09/28,869
1318,CA-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.3725,helen.andreada@hotmail.com,+1-446-650-0982,1983-10-21,4165750872810075,10/26,578
1319,CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,laurel.workman@gmail.com,680-501-4293x279,1968-09-14,6753269166769081,03/26,243
